Estrutura Utilizada: chained
Tamanho da tabela: 5315 palavras
Tempo para finalizar a tabela (em milissegundos): 27 milissegundos
Quantidade de comparações: 105718

Dicionário de Palavras:

|------------------------------|
| searchin        | 1          |
| seaside         | 2          |
| season          | 3          |
| seat            | 5          |
| seated          | 1          |
| seating         | 1          |
| seats           | 3          |
| second          | 17         |
| seconds         | 1          |
| secrecy         | 1          |
| secret          | 74         |
| secrete         | 1          |
| secretly        | 6          |
| secrets         | 5          |
| section         | 7          |
| sections        | 1          |
| secure          | 1          |
| see             | 208        |
| seed            | 8          |
| seeds           | 20         |
| seein           | 2          |
| seeing          | 7          |
| seem            | 27         |
| seemed          | 138        |
| seemin          | 1          |
| seeming         | 3          |
| seems           | 13         |
| seen            | 67         |
| sees            | 7          |
| seldom          | 2          |
| self            | 4          |
| self-absorbed   | 1          |
| self-indulgence | 1          |
| self-sacrificing | 1          |
| selfish         | 9          |
| sell            | 1          |
| send            | 19         |
| sendin          | 1          |
| sending         | 4          |
| sense           | 9          |
| senses          | 2          |
| sensible        | 4          |
| sensiblest      | 1          |
| sensitive       | 1          |
| sent            | 24         |
| sentence        | 5          |
| sentiment       | 1          |
| separate        | 1          |
| series          | 1          |
| serious         | 5          |
| seriously       | 4          |
| sermon          | 1          |
| servant         | 9          |
| servants        | 32         |
| serve           | 1          |
| served          | 1          |
| service         | 2          |
| servile         | 1          |
| servitor        | 1          |
| ses             | 1          |
| set             | 36         |
| sets            | 2          |
| settin          | 1          |
| setting         | 1          |
| settled         | 4          |
| settling        | 1          |
| seven           | 3          |
| seven-year-old  | 1          |
| several         | 16         |
| severe          | 1          |
| sew             | 1          |
| sewed           | 1          |
| sh-show         | 1          |
| shabby          | 1          |
| shade           | 3          |
| shadow          | 4          |
| shadowy         | 1          |
| shaggy          | 1          |
| shake           | 4          |
| shaken          | 1          |
| shaking         | 8          |
| shaky           | 1          |
| shall           | 72         |
| shan            | 3          |
| shape           | 2          |
| shaped          | 2          |
| shapes          | 2          |
| shapin          | 1          |
| share           | 2          |
| shared          | 1          |
| sharing         | 1          |
| sharp           | 15         |
| sharply         | 4          |
| she             | 1826       |
| she-she         | 1          |
| sheaves         | 2          |
| shed            | 1          |
| sheep           | 4          |
| sheer           | 1          |
| sheet           | 1          |
| sheets          | 1          |
| shell           | 13         |
| shells          | 2          |
| shilling        | 2          |
| shillings       | 4          |
| shine           | 2          |
| shines          | 2          |
| shinin          | 2          |
| shining         | 9          |
| ship            | 1          |
| shirt           | 1          |
| shivering       | 2          |
| shock           | 1          |
| shoes           | 4          |
| shone           | 3          |
| shook           | 13         |
| shoot           | 1          |
| shop            | 3          |
| shop-window     | 1          |
| shore           | 1          |
| short           | 12         |
| shorter         | 1          |
| shortly         | 2          |
| should          | 69         |
| shoulder        | 14         |
| shoulders       | 10         |
| shouldn         | 7          |
| shout           | 5          |
| shouted         | 7          |
| shoutin         | 1          |
| shouting        | 3          |
| shouts          | 2          |
| show            | 18         |
| showed          | 23         |
| showin          | 2          |
| showing         | 5          |
| shown           | 3          |
| shows           | 2          |
| shrank          | 1          |
| shrewd          | 3          |
| shrewdly        | 1          |
| shriek          | 1          |
| shrieked        | 1          |
| shrinking       | 1          |
| shrubbery       | 8          |
| shrubs          | 3          |
| shrunk          | 1          |
| shuddered       | 1          |
| shuddering      | 2          |
| shut            | 34         |
| shuts           | 1          |
| shutting        | 2          |
| shuttle         | 1          |
| shy             | 3          |
| shyer           | 1          |
| shyly           | 1          |
| shyness         | 1          |
| sick            | 3          |
| sickly          | 6          |
| side            | 38         |
| sides           | 1          |
| sideways        | 1          |
| sidled          | 1          |
| sigh            | 1          |
| sighed          | 4          |
| sight           | 22         |
| sign            | 1          |
| signal          | 1          |
| signet          | 1          |
| significant     | 1          |
| signs           | 2          |
| silence         | 6          |
| silent          | 8          |
| silently        | 2          |
| silk            | 6          |
| silly           | 7          |
| silver          | 5          |
| simple          | 9          |
| simplest        | 1          |
| simply          | 2          |
| since           | 21         |
| sinetifik       | 1          |
| sing            | 15         |
| singin          | 5          |
| singing         | 5          |
| single          | 3          |
| sings           | 1          |
| singular        | 3          |
| sinking         | 1          |
| sir             | 43         |
| sister          | 5          |
| sisters         | 7          |
| sit             | 15         |
| sits            | 1          |
| sittin          | 3          |
| sitting         | 20         |
| sitting-room    | 2          |
| six             | 6          |
| sixteen         | 2          |
| size            | 3          |
| sizes           | 1          |
| sizzling        | 1          |
| skies           | 1          |
| skin            | 2          |
| skins           | 1          |
| skip            | 15         |
| skipped         | 11         |
| skippin         | 7          |
| skipping        | 4          |
| skipping-rope   | 9          |
| sky             | 25         |
| skylark         | 1          |
| skylarks        | 5          |
| slammed         | 1          |
| slamp           | 1          |
| slanting        | 4          |
| slap            | 1          |
| slapped         | 6          |
| slapping        | 1          |
| sleep           | 27         |
| sleepy          | 3          |
| sleeve          | 2          |
| sleeves         | 1          |
| slender         | 2          |
| slept           | 10         |
| slice           | 2          |
| slices          | 2          |
| slight          | 4          |
| slightest       | 1          |
| slightly        | 2          |
| slim            | 1          |
| slip            | 6          |
| slipped         | 7          |
| slipping        | 1          |
| slow            | 9          |
| slowly          | 49         |
| slunk           | 1          |
| sly             | 1          |
| slyly           | 1          |
| small           | 20         |
| smaller         | 2          |
| smart           | 2          |
| smell           | 8          |
| smellin         | 1          |
| smelling        | 1          |
| smells          | 5          |
| smelt           | 1          |
| smile           | 16         |
| smiled          | 13         |
| smiles          | 1          |
| smiling         | 8          |
| smothered       | 1          |
| smothering      | 1          |
| snake           | 3          |
| snake-charmer   | 1          |
| snake-charmers  | 1          |
| snakes          | 3          |
| snapdragon      | 1          |
| snapped         | 4          |
| snatching       | 1          |
| sneered         | 1          |
| sneeze          | 2          |
| sniff           | 3          |
| sniffed         | 4          |
| sniffin         | 2          |
| sniffing        | 4          |
| snore           | 1          |
| snorts          | 1          |
| snow            | 2          |
| snow-white      | 4          |
| snowdrops       | 9          |
| snowy           | 1          |
| snubbed         | 1          |
| snubbing        | 1          |
| so              | 356        |
| soaked          | 1          |
| soared          | 1          |
| soarin          | 1          |
| soart           | 2          |
| sob             | 2          |
| sobbed          | 3          |
| sobbing         | 4          |
| sobs            | 2          |
| sod             | 1          |
| sofa            | 17         |
| soft            | 28         |
| soft-hearted    | 1          |
| softened        | 1          |
| softly          | 21         |
| softness        | 2          |
| soil            | 10         |
| soldiers        | 2          |
| solemn          | 5          |
| solemnity       | 2          |
| solemnly        | 5          |
| solicit         | 2          |
| solicitation    | 1          |
| some            | 100        |
| somebody        | 2          |
| somehow         | 17         |
| someone         | 26         |
| somethin        | 10         |
| something       | 102        |
| sometime        | 7          |
| sometimes       | 45         |
| somewhat        | 2          |
| somewhere       | 8          |
| son             | 2          |
| song            | 16         |
| songs           | 2          |
| sons            | 1          |
| soon            | 16         |
| soot            | 20         |
| soothed         | 2          |
| soothing        | 2          |
| sorrier         | 1          |
| sorrow          | 1          |
| sorrowful       | 1          |
| sorry           | 20         |
| sort            | 46         |
| sorts           | 8          |
| soul            | 7          |
| souls           | 1          |
| sound           | 37         |
| sounded         | 9          |
| sounding        | 1          |
| soundly         | 1          |
| sounds          | 26         |
| sour            | 16         |
| sour-faced      | 1          |
| source          | 1          |
| sources         | 1          |
| sourer          | 1          |
| sourly          | 1          |
| sovereign       | 1          |
| sowerby         | 38         |
| sown            | 1          |
| space           | 3          |
| spade           | 22         |
| span            | 1          |
| spare           | 1          |
| spared          | 1          |
| sparkle         | 1          |
| sparkling       | 1          |
| speak           | 22         |
| speaking        | 15         |
| special         | 2          |
| specified       | 2          |
| speck           | 1          |
| speech          | 8          |
| speed           | 2          |
| spell           | 4          |
| spellbound      | 1          |
| spellin         | 1          |
| spend           | 2          |
| spent           | 6          |
| speriment       | 1          |
| spick           | 1          |
| spike           | 1          |
| spikes          | 1          |
| spilling        | 1          |
| spine           | 4          |
| spires          | 1          |
| spirit          | 2          |
| spirits         | 5          |
| spite           | 11         |
| spiteful        | 1          |
| splash          | 1          |
| splashes        | 1          |
| splashing       | 1          |
| splendid        | 5          |
| spoil           | 2          |
| spoiled         | 6          |
| spoke           | 36         |
| spoken          | 7          |
| spoon           | 1          |
| sports          | 1          |
| spot            | 2          |
| spots           | 3          |
| sprang          | 6          |
| spray           | 2          |
| sprays          | 7          |
| spread          | 17         |
| spreading       | 3          |
| spring          | 16         |
| springing       | 1          |
| springs         | 1          |
| springtime      | 17         |
| sprouting       | 2          |
| sprung          | 2          |
| square          | 1          |
| squawks         | 1          |
| squeaking       | 1          |
| squeezed        | 1          |
| squirrel        | 7          |
| squirrels       | 9          |
| st              | 2          |
| stable          | 2          |
| staff           | 1          |
| stage           | 1          |
| stagnant        | 1          |
| staircase       | 2          |
| stairs          | 3          |
| stammered       | 5          |
| stamp           | 1          |
| stamped         | 3          |
| stamping        | 2          |
| stand           | 27         |
| standard        | 5          |
| standin         | 1          |
| standing        | 33         |
| stands          | 4          |
| stare           | 11         |
| stared          | 35         |
| stares          | 2          |
| starin          | 2          |
| staring         | 8          |
| stars           | 2          |
| start           | 10         |
| started         | 7          |
| starting        | 3          |
| startle         | 1          |
| startled        | 16         |
| startles        | 1          |
| startling       | 1          |
| startlingly     | 1          |
| starvation      | 1          |
| starve          | 1          |
| state           | 10         |
| statements      | 1          |
| states          | 19         |
| station         | 6          |
| station-master  | 2          |
| stations        | 1          |
| status          | 4          |
| stay            | 35         |
| stayed          | 12         |
| staying         | 3          |
| stays           | 1          |
| stead           | 1          |
| steadied        | 1          |
| steadily        | 6          |
| steady          | 5          |
| stealing        | 1          |
| steam           | 1          |
| steel           | 1          |
| stems           | 2          |
| step            | 6          |
| stepladder      | 1          |
| stepped         | 3          |
| stepping        | 2          |
| steps           | 6          |
| sternly         | 1          |
| stick           | 4          |
| stickin         | 1          |
| sticking        | 3          |
| sticks          | 2          |
| stiff           | 7          |
| stiffer         | 1          |
| stiffest        | 1          |
| stiffly         | 4          |
| stifle          | 1          |
| stifling        | 1          |
| still           | 73         |
| stiller         | 2          |
| stillness       | 7          |
| stills          | 1          |
| stimulated      | 1          |
| stimulating     | 1          |
| stir            | 1          |
| stirred         | 4          |
| stirrin         | 1          |
| stirring        | 5          |
| stockin         | 1          |
| stocking        | 2          |
| stockings       | 4          |
| stolen          | 1          |
| stomach         | 3          |
| stomachs        | 1          |
| stone           | 4          |
| stones          | 7          |
| stony           | 1          |
| stood           | 69         |
| stool           | 8          |
| stooped         | 2          |
| stooping        | 1          |
| stop            | 25         |
| stopped         | 54         |
| stopping        | 4          |
| stops           | 2          |
| store           | 1          |
| stored          | 1          |
| stories         | 10         |
| storm           | 2          |
| story           | 7          |
| stout           | 3          |
| stoutly         | 5          |
| straggled       | 1          |
| straight        | 14         |
| straight-legged | 1          |
| straightened    | 1          |
| straightening   | 1          |
| straighter      | 4          |
| strange         | 50         |
| strangely       | 3          |
| stranger        | 3          |
| strangers       | 2          |
| strangest       | 5          |
| straw           | 1          |
| streaked        | 1          |
| streaks         | 1          |
| stream          | 4          |
| streamed        | 2          |
| streaming       | 3          |
| streams         | 1          |
| street          | 1          |
| strength        | 9          |
| stretch         | 2          |
| stretched       | 4          |
| stretching      | 1          |
| strict          | 1          |
| strike          | 2          |
| string          | 1          |
| strings         | 1          |
| stringy         | 1          |
| strip           | 1          |
| striped         | 1          |
| stroke          | 2          |
| stroked         | 2          |
| stroking        | 1          |
| strong          | 33         |
| stronger        | 15         |
| strongest       | 3          |
| strongly        | 3          |
| struck          | 2          |
| struggle        | 1          |
| stubborn        | 1          |
| stubbornly      | 3          |
| stuck           | 6          |
| studded         | 1          |
| study           | 3          |
| stuff           | 2          |
| stuffed         | 1          |
| stumbling       | 1          |
| stump           | 1          |
| stupid          | 3          |
| sturdy          | 4          |
| subject         | 3          |
| submitted       | 1          |
| subscribe       | 1          |
| subservient     | 1          |
| substantial     | 1          |
| succeeded       | 2          |
| succeeds        | 1          |
| such            | 84         |
| suck            | 1          |
| sudden          | 15         |
| suddenly        | 44         |
| sufficient      | 1          |
| sufficiently    | 1          |
| sugar           | 2          |
| suggest         | 1          |
| suggested       | 10         |
| suggestion      | 2          |
| suggestive      | 1          |
| suits           | 1          |
| sulky           | 1          |
| summat          | 1          |
| summer          | 8          |
| summer-time     | 1          |
| sun             | 38         |
| sun-dial        | 1          |
| sunday          | 1          |
| sung            | 3          |
| sunlight        | 2          |
| sunlit          | 1          |
| sunniest        | 1          |
| sunny           | 1          |
| sunrise         | 2          |
| sunset          | 1          |
| sunshine        | 9          |
| sup             | 1          |
| superb          | 1          |
| supper          | 6          |
| supplied        | 1          |
| support         | 5          |
| supported       | 2          |
| suppose         | 11         |
| supposed        | 2          |
| suppressed      | 1          |
| sure            | 70         |
| surely          | 3          |
| surly           | 6          |
| surprise        | 6          |
| surprised       | 11         |
| surprising      | 1          |
| surrounding     | 1          |
| survive         | 1          |
| susan           | 23         |
| suspect         | 2          |
| suspicion       | 1          |
| swallow         | 1          |
| swallowed       | 1          |
| swamp           | 1          |
| swarm           | 1          |
| sway            | 3          |
| swayin          | 1          |
| swaying         | 2          |
| sweat           | 1          |
| sweep           | 1          |
| sweet           | 9          |
| sweet-scented   | 1          |
| sweet-smellin   | 1          |
| sweet-temperedly | 1          |
| sweeter         | 1          |
| sweetest        | 2          |
| sweetly         | 1          |
| sweetness       | 1          |
| sweets          | 1          |
| swelled         | 1          |
| swellin         | 1          |
| swelling        | 3          |
| swept           | 7          |
| swiftly         | 1          |
| swim            | 1          |
| swing           | 1          |
| swingin         | 1          |
| swinging        | 7          |
| swish           | 1          |
| switzerland     | 1          |
| swollen         | 2          |
| swum            | 1          |
| swung           | 2          |
| sylum           | 1          |
| sympathetic     | 2          |
| sympathetically | 1          |
| sympathy        | 1          |
| synonymous      | 1          |
| t               | 453        |
| table           | 14         |
| tactless        | 1          |
| tail            | 4          |
| tail-feathers   | 1          |
| take            | 45         |
| taken           | 20         |
| takes           | 3          |
| takin           | 2          |
| taking          | 8          |
| talk            | 76         |
| talkative       | 1          |
| talked          | 41         |
| talkin          | 7          |
| talking         | 20         |
| talks           | 7          |
| tall            | 9          |
| taller          | 2          |
| tallest         | 2          |
| tame            | 2          |
| tamed           | 1          |
| tangle          | 5          |
| tangled         | 2          |
| tangles         | 1          |
| tantrum         | 9          |
| tantrums        | 7          |
| tantum          | 1          |
| tapestried      | 1          |
| tapestries      | 1          |
| tapestry        | 7          |
| tastes          | 1          |
| taters          | 2          |
| taught          | 7          |
| tax             | 6          |
| taxes           | 1          |
| tea             | 14         |
| tea-basket      | 1          |
| tea-time        | 1          |
| tea-tray        | 1          |
| teach           | 2          |
| teaches         | 1          |
| teaching        | 1          |
| tear            | 2          |
| tears           | 8          |
| tease           | 2          |
| teasing         | 1          |
| teeth           | 3          |
| tell            | 103        |
| tellin          | 1          |
| telling         | 4          |
| tells           | 1          |
| temper          | 10         |
| tempered        | 1          |
| tempers         | 5          |
| temple          | 2          |
| temples         | 1          |
| temporarily     | 1          |
| tempt           | 1          |
| tempting        | 1          |
| ten             | 40         |
| ten-year-old    | 1          |
| tend            | 2          |
| tended          | 1          |
| tender          | 4          |
| tenderly        | 1          |
| tenderness      | 1          |
| tending         | 1          |
| tendrils        | 3          |
| terms           | 22         |
| terrace         | 1          |
| terrible        | 2          |
| terrified       | 1          |
| terror          | 4          |
| terrors         | 2          |
| testily         | 2          |
| texts           | 1          |
| th              | 371        |
| tha             | 323        |
| than            | 104        |
| thank           | 8          |
| thankful        | 2          |
| thankfully      | 1          |
| thanking        | 1          |
| that            | 848        |
| the             | 2971       |
| thee            | 90         |
| their           | 103        |
| theirselves     | 2          |
| them            | 248        |
| themselves      | 37         |
| then            | 164        |
| there           | 449        |
| these           | 25         |
| they            | 485        |
| thick           | 22         |
| thickening      | 1          |
| thicker         | 2          |
| thickly         | 3          |
| thin            | 32         |
| thine           | 1          |
| thing           | 95         |
| things          | 203        |
| think           | 127        |
| thinkin         | 10         |
| thinking        | 55         |
| thinks          | 13         |
| thinness        | 1          |
| third           | 1          |
| thirsty         | 2          |
| thirteen        | 2          |
| thirty          | 1          |
| this            | 274        |
| thistle         | 1          |
| thorn           | 1          |
| thoroughly      | 1          |
| those           | 23         |
| though          | 53         |
| thought         | 164        |
| thoughtful      | 4          |
| thoughtfully    | 2          |
| thoughts        | 12         |
| thousand        | 5          |
| thousands       | 15         |
| thowt           | 2          |
| threatened      | 1          |
| threatening     | 1          |
| threateningly   | 1          |
| three           | 19         |
| threepence      | 1          |
| threw           | 15         |
| thrill          | 1          |
| thrilling       | 3          |
| thrive          | 1          |
| thrived         | 1          |
| thrives         | 1          |
| throat          | 8          |
| through         | 79         |
| throughout      | 1          |
| throw           | 6          |
| throwed         | 1          |
| throwing        | 1          |
| thrown          | 6          |
| throws          | 1          |
| thrush          | 7          |
| thrushes        | 2          |
| thrust          | 1          |
| thumb           | 1          |
| thump           | 2          |
| thus            | 1          |
| thwaite         | 10         |
| thy             | 21         |
| thysel          | 10         |
| thysen          | 2          |
| tidy            | 4          |
| tied            | 3          |
| tigers          | 3          |
| tight           | 2          |
| tight-curled    | 1          |
| tighter         | 2          |
| tightly         | 2          |
| till            | 15         |
| tilted          | 4          |
| tilting         | 2          |
| time            | 120        |
| times           | 26         |
| timid           | 2          |
| tin             | 1          |
| tinge           | 1          |
| tiniest         | 1          |
| tint            | 1          |
| tints           | 1          |
| tiny            | 21         |
| tip             | 1          |
| tire            | 3          |
| tired           | 34         |
| tiredness       | 1          |
| tires           | 1          |
| tiresome        | 2          |
| tiring          | 1          |
| title           | 1          |
| to              | 2085       |
| toast           | 2          |
| today           | 17         |
| toddling        | 1          |
| together        | 32         |
| told            | 82         |
| tomorrow        | 10         |
| tone            | 4          |
| tongue          | 1          |
| tonight         | 1          |
| too             | 111        |
| took            | 54         |
| tools           | 8          |
| toothache       | 2          |
| top             | 12         |
| topmost         | 1          |
| tops            | 4          |
| torn            | 1          |
| torrent         | 1          |
| torrents        | 2          |
| tossed          | 1          |
| totter          | 1          |
| touch           | 2          |
| touched         | 10         |
| touches         | 1          |
| touching        | 2          |
| tough           | 2          |
| tousled         | 1          |
| toward          | 28         |
| towards         | 2          |
| toy             | 1          |
| toys            | 4          |
| tracts          | 1          |
| trademark       | 14         |
| trailed         | 1          |
| trailing        | 3          |
| trails          | 1          |
| train           | 3          |
| trained         | 5          |
| tramp           | 1          |
| tramped         | 1          |
| trample         | 1          |
| transcribe      | 1          |
| transcription   | 1          |
| transform       | 1          |
| transported     | 1          |
| travel          | 1          |
| traveled        | 2          |
| tray            | 2          |
| treacle         | 1          |
| treated         | 1          |
| treating        | 1          |
| treatment       | 1          |
| tree            | 51         |
| tree-top        | 3          |
| tree-tops       | 4          |
| trees           | 46         |
| treetop         | 1          |
| tremble         | 2          |
| trembled        | 3          |
| trembling       | 3          |
| tremendously    | 4          |
| tremulous       | 1          |
| tremulously     | 2          |
| tricks          | 1          |
| tried           | 19         |
| tries           | 1          |
| trifle          | 6          |
| trill           | 1          |
| trimmed         | 1          |
| triumphant      | 1          |
| triumphantly    | 2          |
| trooping        | 1          |
| trotted         | 3          |
| trouble         | 11         |
| troubled        | 9          |
| troubles        | 3          |
| trout           | 1          |
| trowel          | 9          |
| trowelfuls      | 1          |
| true            | 12         |
| truly           | 1          |
| trumpets        | 2          |
| trunk           | 4          |
| trunks          | 2          |
| trust           | 5          |
| trusted         | 4          |
| trustiest       | 1          |
| trusty          | 3          |
| truth           | 9          |
| try             | 32         |
| trying          | 9          |
| tucked          | 4          |
| tuesday         | 1          |
| tumble          | 3          |
| tumbled         | 4          |
| tumbling        | 1          |
| tune            | 2          |
| tuppence        | 2          |
| turn            | 14         |
| turned          | 64         |
| turned-up       | 3          |
| turnin          | 1          |
| turning         | 17         |
| turnips         | 1          |
| turns           | 2          |
| turrets         | 1          |
| tweaked         | 1          |
| twelve          | 14         |
| twenty          | 1          |
| twice           | 12         |
| twig            | 5          |
| twigs           | 1          |
| twilight        | 3          |
| twinkled        | 1          |
| twinkling       | 3          |
| twist           | 1          |
| twisted         | 2          |
| twisting        | 1          |
| twitching       | 2          |
| twitter         | 3          |
| twittered       | 3          |
| twittering      | 2          |
| two             | 65         |
| two-pence       | 1          |
| tying           | 1          |
| types           | 1          |
| typhoid         | 2          |
| typhus          | 1          |
| tyrannical      | 1          |
| tyrol           | 1          |
| u               | 7          |
| ud              | 4          |
| uglier          | 1          |
| ugly            | 7          |
| un              | 9          |
| un-hysterical   | 1          |
| unaccustomed    | 1          |
| unaffected      | 1          |
| unattractive    | 2          |
| unbelieving     | 1          |
| unbolt          | 1          |
| unbolted        | 1          |
| unbound         | 1          |
| uncanny         | 1          |
| unceasingly     | 1          |
| unceremoniously | 1          |
| uncertainly     | 1          |
| unchained       | 1          |
| unchanging      | 1          |
| uncle           | 6          |
| uncomfortable   | 3          |
| uncomfortably   | 1          |
| uncompanionable | 1          |
| unconsciously   | 1          |
| uncontrollable  | 2          |
| uncovered       | 1          |
| uncurl          | 2          |
| uncurled        | 1          |
| uncurlin        | 1          |
| uncurling       | 2          |
| under           | 75         |
| undergardeners  | 1          |
| underground     | 1          |
| underneath      | 1          |
| understand      | 21         |
| understanding   | 4          |
| understood      | 14         |
| underworld      | 1          |
| undignified     | 1          |
| undiscovered    | 1          |
| undisturbedly   | 1          |
| undo            | 1          |
| unearthly       | 1          |
| unenforceability | 1          |
| unexpectedly    | 1          |
| unfortunately   | 1          |
| unfriendly      | 1          |
| unfurl          | 1          |
| unfurling       | 1          |
| unhappy         | 3          |
| unhealthy       | 1          |
| uniform         | 1          |
| uninterested    | 1          |
| united          | 15         |
| unknown         | 3          |
| unless          | 5          |
| unlike          | 3          |
| unlink          | 1          |
| unlocked        | 2          |
| unloving        | 1          |
| unnatural       | 3          |
| unpleasant      | 1          |
| unpopular       | 1          |
| unpromising     | 1          |
| unprotected     | 1          |
| unrelenting     | 1          |
| unresponsive    | 1          |
| unrestrainedly  | 1          |
| uns             | 3          |
| unscrupulous    | 1          |
| unseeing        | 1          |
| unsheath        | 1          |
| unsolicited     | 1          |
| unsympathetic   | 1          |
| unsympathetically | 2          |
| untidy          | 1          |
| untied          | 1          |
| until           | 69         |
| untouched       | 2          |
| untrained       | 1          |
| untrimmed       | 1          |
| unusual         | 2          |
| up              | 317        |
| up-hill         | 1          |
| updated         | 2          |
| upholding       | 2          |
| uplifted        | 2          |
| uplifting       | 2          |
| upon            | 35         |
| upper           | 1          |
| upper-housemaids | 1          |
| upright         | 6          |
| upset           | 1          |
| upstairs        | 5          |
| urged           | 1          |
| urns            | 3          |
| us              | 72         |
| use             | 17         |
| used            | 44         |
| useful          | 1          |
| user            | 3          |
| using           | 7          |
| usual           | 6          |
| usually         | 4          |
| ut              | 1          |
| utter           | 1          |
| v               | 2          |
| vaguely         | 1          |
| vain            | 1          |
| valley          | 7          |
| valleys         | 1          |
| vanilla         | 2          |
| vanity          | 1          |
| variety         | 1          |
| various         | 1          |
| vault           | 3          |
| ve              | 84         |
| vegetables      | 5          |
| veil            | 5          |
| veins           | 3          |
| velvet          | 10         |
| ventured        | 5          |
| veranda         | 3          |
| verdure         | 1          |
| version         | 1          |
| very            | 168        |
| vexed           | 3          |
| vexes           | 1          |
| vi              | 2          |
| vicarage        | 1          |
| vicious         | 1          |
| victuals        | 4          |
| viewed          | 1          |
| viewing         | 1          |
| vigor           | 1          |
| vii             | 2          |
| viii            | 2          |
| villa           | 3          |
| village         | 3          |
| violates        | 1          |
| violently       | 1          |
| violet          | 1          |
| virus           | 1          |
| visit           | 4          |
| visitin         | 1          |
| visitor         | 1          |
| visits          | 1          |
| vixen           | 2          |
| voice           | 36         |
| voices          | 7          |
| void            | 1          |
| volubly         | 1          |
| volunteer       | 1          |
| volunteered     | 1          |
| volunteers      | 5          |
| voyage          | 2          |
| voyages         | 1          |
| waft            | 2          |
| wafts           | 3          |
| wages           | 2          |
| wailed          | 2          |
| wailin          | 1          |
| wailing         | 3          |
| wails           | 1          |
| waistcoat       | 3          |
| wait            | 10         |
| waited          | 12         |
| waitin          | 3          |
| waiting         | 16         |
| waits           | 1          |
| waken           | 3          |
| wakened         | 7          |
| wakenin         | 1          |
| waking          | 1          |
| walderhurst     | 1          |
| walk            | 58         |
| walked          | 41         |
| walkin          | 4          |
| walking         | 7          |
| walks           | 4          |
| wall            | 61         |
| walled          | 1          |
| walls           | 32         |
| wander          | 1          |
| wandered        | 4          |
| wanderin        | 3          |
| wandering       | 6          |
| wanderings      | 2          |
| wands           | 1          |
| want            | 106        |
| wanted          | 53         |
| wanting         | 2          |
| wants           | 20         |
| war             | 1          |
| wardrobe        | 1          |
| warm            | 26         |
| warmed          | 2          |
| warmer          | 1          |
| warmin          | 1          |
| warming         | 1          |
| warmness        | 1          |
| warned          | 1          |
| warning         | 3          |
| warrant         | 13         |
| warranties      | 3          |
| warranty        | 2          |
| was             | 1378       |
| wash-tub        | 1          |
| washed          | 1          |
| washing         | 2          |
| wasn            | 18         |
| wasna           | 1          |
| waste           | 3          |
| wasted          | 1          |
| watch           | 15         |
| watched         | 19         |
| watches         | 1          |
| watchful        | 1          |
| watchin         | 6          |
| watching        | 15         |
| water           | 9          |
| water-gardens   | 1          |
| water-rats      | 2          |
| watering-can    | 1          |
| waterproof      | 2          |
| waterproofs     | 1          |
| waters          | 1          |
| wave            | 1          |
| waved           | 7          |
| waving          | 1          |
| wax             | 1          |
| waxen           | 1          |
| waxy            | 1          |
| way             | 122        |
| ways            | 21         |
| we              | 124        |
| weak            | 14         |
| weak-backed     | 1          |
| weakness        | 1          |
| wear            | 2          |
| weariness       | 1          |
| weather         | 4          |
| weather-beaten  | 1          |
| weather-wrinkled | 1          |
| weathers        | 1          |
| weatherstaff    | 115        |
| web             | 1          |
| website         | 4          |
| weed            | 2          |
| weeded          | 3          |
| weeding         | 5          |
| weeds           | 7          |
| week            | 15         |
| weeks           | 4          |
| weighs          | 1          |
| weird           | 3          |
| well            | 96         |
| well-trained    | 1          |
| wench           | 7          |
| went            | 117        |
| were            | 354        |
| weren           | 1          |
| wert            | 1          |
| west            | 2          |
| wet             | 9          |
| wha             | 1          |
| what            | 306        |
| whatever        | 8          |
| whatsoever      | 3          |
| wheel           | 3          |
| wheeled         | 9          |
| wheels          | 1          |
| when            | 477        |
| whenever        | 3          |
| where           | 89         |
| wheres          | 1          |
| wherever        | 1          |
| whether         | 9          |
| which           | 182        |
| while           | 37         |
| whine           | 1          |
| whining         | 1          |
| whinnied        | 1          |
| whinnies        | 1          |
| whipped         | 1          |
| whirl           | 1          |
| whirled         | 1          |
| whisked         | 1          |
| whisper         | 14         |
| whispered       | 16         |
| whispering      | 4          |
| whispers        | 4          |
| whistle         | 6          |
| whistled        | 3          |
| whistlin        | 2          |
| whistling       | 2          |
| white           | 32         |
| white-thorn     | 1          |
| whiteness       | 1          |
| whitewashed     | 1          |
| who             | 139        |
| whoever         | 2          |
| whole           | 25         |
| whom            | 6          |
| whose           | 14         |
| why             | 72         |
| wi              | 11         |
| wick            | 9          |
| wicked          | 1          |
| wide            | 24         |
| widened         | 1          |
| widening        | 1          |
| wider           | 3          |
| widespread      | 1          |
| widest          | 2          |
| wife            | 9          |
| wild            | 28         |
| wilder          | 2          |
| wilderness      | 2          |
| will            | 133        |
| willing         | 1          |
| wilt            | 1          |
| wind            | 39         |
| winding         | 1          |
| window          | 30         |
| window-panes    | 1          |
| windows         | 5          |
| windy           | 1          |
| wine            | 2          |
| wing            | 1          |
| wings           | 14         |
| wink            | 2          |
| winking         | 1          |
| winnin          | 1          |
| winning         | 1          |
| winter          | 7          |
| winter-browned  | 1          |
| wintry          | 3          |
| wiped           | 1          |
| wiping          | 1          |
| wiry            | 1          |
| wise            | 3          |
| wisely          | 3          |
